plateID,well,cmpdname,CONCuM,cmpdnum,VOLuL
plate_1,A01,comp179,179,comp179_179,
plate_1,A02,comp255,255,comp255_255,
plate_1,A03,comp98,98,comp98_98,
plate_1,A04,comp175,175,comp175_175,
plate_1,A05,ctrl5,1,ctrl5_1,
plate_1,A06,comp39,39,comp39_39,
plate_1,A07,comp249,249,comp249_249,
plate_1,A08,comp17,17,comp17_17,
plate_1,A09,ctrl4,1,ctrl4_1,
plate_1,A10,comp13,13,comp13_13,
plate_1,A11,comp224,224,comp224_224,
plate_1,A12,comp216,216,comp216_216,
plate_1,A13,DMSO,0,DMSO_0,
plate_1,A14,comp6,6,comp6_6,
plate_1,A15,comp242,242,comp242_242,
plate_1,A16,comp102,102,comp102_102,
plate_1,A17,comp53,53,comp53_53,
plate_1,A18,comp229,229,comp229_229,
plate_1,A19,comp130,130,comp130_130,
plate_1,A20,comp46,46,comp46_46,
plate_1,A21,comp72,72,comp72_72,
plate_1,A22,DMSO,0,DMSO_0,
plate_1,A23,comp266,266,comp266_266,
plate_1,A24,comp71,71,comp71_71,
plate_1,B01,comp260,260,comp260_260,
plate_1,B02,comp261,261,comp261_261,
plate_1,B03,ctrl1,1,ctrl1_1,
plate_1,B04,comp5,5,comp5_5,
plate_1,B05,comp212,212,comp212_212,
plate_1,B06,comp172,172,comp172_172,
plate_1,B07,comp220,220,comp220_220,
plate_1,B08,comp226,226,comp226_226,
plate_1,B09,comp22,22,comp22_22,
plate_1,B10,ctrl4,1,ctrl4_1,
plate_1,B11,comp143,143,comp143_143,
plate_1,B12,comp134,134,comp134_134,
plate_1,B13,comp44,44,comp44_44,
plate_1,B14,comp140,140,comp140_140,
plate_1,B15,comp181,181,comp181_181,
plate_1,B16,comp20,20,comp20_20,
plate_1,B17,DMSO,0,DMSO_0,
plate_1,B18,comp215,215,comp215_215,
plate_1,B19,DMSO,0,DMSO_0,
plate_1,B20,comp111,111,comp111_111,
plate_1,B21,comp231,231,comp231_231,
plate_1,B22,comp158,158,comp158_158,
plate_1,B23,comp193,193,comp193_193,
plate_1,B24,comp246,246,comp246_246,
plate_1,C01,DMSO,0,DMSO_0,
plate_1,C02,comp208,208,comp208_208,
plate_1,C03,comp298,298,comp298_298,
plate_1,C04,comp165,165,comp165_165,
plate_1,C05,comp4,4,comp4_4,
plate_1,C06,comp74,74,comp74_74,
plate_1,C07,comp259,259,comp259_259,
plate_1,C08,ctrl1,1,ctrl1_1,
plate_1,C09,comp150,150,comp150_150,
plate_1,C10,comp34,34,comp34_34,
plate_1,C11,comp263,263,comp263_263,
plate_1,C12,comp238,238,comp238_238,
plate_1,C13,comp189,189,comp189_189,
plate_1,C14,DMSO,0,DMSO_0,
plate_1,C15,comp279,279,comp279_279,
plate_1,C16,comp26,26,comp26_26,
plate_1,C17,comp176,176,comp176_176,
plate_1,C18,comp124,124,comp124_124,
plate_1,C19,comp236,236,comp236_236,
plate_1,C20,ctrl3,1,ctrl3_1,
plate_1,C21,comp305,305,comp305_305,
plate_1,C22,comp257,257,comp257_257,
plate_1,C23,comp268,268,comp268_268,
plate_1,C24,comp187,187,comp187_187,
plate_1,D01,comp133,133,comp133_133,
plate_1,D02,comp126,126,comp126_126,
plate_1,D03,comp258,258,comp258_258,
plate_1,D04,comp114,114,comp114_114,
plate_1,D05,comp82,82,comp82_82,
plate_1,D06,comp91,91,comp91_91,
plate_1,D07,comp252,252,comp252_252,
plate_1,D08,comp232,232,comp232_232,
plate_1,D09,DMSO,0,DMSO_0,
plate_1,D10,comp230,230,comp230_230,
plate_1,D11,comp278,278,comp278_278,
plate_1,D12,DMSO,0,DMSO_0,
plate_1,D13,comp159,159,comp159_159,
plate_1,D14,comp282,282,comp282_282,
plate_1,D15,comp285,285,comp285_285,
plate_1,D16,comp56,56,comp56_56,
plate_1,D17,comp200,200,comp200_200,
plate_1,D18,comp281,281,comp281_281,
plate_1,D19,comp83,83,comp83_83,
plate_1,D20,comp169,169,comp169_169,
plate_1,D21,ctrl2,1,ctrl2_1,
plate_1,D22,comp105,105,comp105_105,
plate_1,D23,ctrl6,1,ctrl6_1,
plate_1,D24,comp109,109,comp109_109,
plate_1,E01,DMSO,0,DMSO_0,
plate_1,E02,comp300,300,comp300_300,
plate_1,E03,comp63,63,comp63_63,
plate_1,E04,comp271,271,comp271_271,
plate_1,E05,comp103,103,comp103_103,
plate_1,E06,DMSO,0,DMSO_0,
plate_1,E07,comp125,125,comp125_125,
plate_1,E08,comp25,25,comp25_25,
plate_1,E09,comp307,307,comp307_307,
plate_1,E10,comp303,303,comp303_303,
plate_1,E11,comp118,118,comp118_118,
plate_1,E12,comp141,141,comp141_141,
plate_1,E13,comp2,2,comp2_2,
plate_1,E14,comp210,210,comp210_210,
plate_1,E15,comp240,240,comp240_240,
plate_1,E16,comp93,93,comp93_93,
plate_1,E17,comp264,264,comp264_264,
plate_1,E18,ctrl6,1,ctrl6_1,
plate_1,E19,comp69,69,comp69_69,
plate_1,E20,comp310,310,comp310_310,
plate_1,E21,comp123,123,comp123_123,
plate_1,E22,comp293,293,comp293_293,
plate_1,E23,comp10,10,comp10_10,
plate_1,E24,ctrl4,1,ctrl4_1,
plate_1,F01,comp296,296,comp296_296,
plate_1,F02,comp79,79,comp79_79,
plate_1,F03,comp35,35,comp35_35,
plate_1,F04,DMSO,0,DMSO_0,
plate_1,F05,comp306,306,comp306_306,
plate_1,F06,comp122,122,comp122_122,
plate_1,F07,comp276,276,comp276_276,
plate_1,F08,comp294,294,comp294_294,
plate_1,F09,comp272,272,comp272_272,
plate_1,F10,comp287,287,comp287_287,
plate_1,F11,comp151,151,comp151_151,
plate_1,F12,ctrl5,1,ctrl5_1,
plate_1,F13,comp18,18,comp18_18,
plate_1,F14,ctrl3,1,ctrl3_1,
plate_1,F15,comp95,95,comp95_95,
plate_1,F16,DMSO,0,DMSO_0,
plate_1,F17,comp239,239,comp239_239,
plate_1,F18,comp14,14,comp14_14,
